dataset,bundle_id,true_indice,true_option_char,baseline_prediction,two_stage_prediction,baseline_hit,two_stage_hit,baseline_to_two_stage,candidate_set_same,candidate_overlap_count,stage1_evidence_present,stage1_proxy_prediction,stage1_proxy_hit,stage1_to_stage2,stage1_signals_used,stage1_correct_unique_signals,stage1_wrong_unique_signals,two_stage_confidence,input_indices,baseline_candidate_indices,two_stage_candidate_indices,two_stage_reasoning,input_str,two_stage_target_str
pog_dense,21615,15481,G,B,J,0,0,both_fail,True,10,True,,,,,,,medium,"[10493, 4919]","[6341, 16107, 1928, 13089, 13340, 24710, 15481, 22540, 18547, 18528]","[6341, 16107, 1928, 13089, 13340, 24710, 15481, 22540, 18547, 18528]","The partial outfit consists of black wide-leg knit pants and black Martin boots, which form a casual, chic, and winter-appropriate base. Option J (a colorful striped sweater) is a suitable top to complete this outfit, as it provides a stylish contrast to the neutral black bottoms and footwear, fitting the 'chic' aesthetic mentioned in the pants description.",1. HEYGIRL黑哥 黑色阔腿宽松休闲针织裤女 韩版chic直筒长裤冬季; 2. 欧洲站女鞋冬加绒马丁靴高跟方头粗跟短靴女及裸靴真皮网红瘦瘦靴,A. 花花公子男鞋夏季男士透气网面网鞋男休闲运动跑步鞋男旅游鞋子男; B. K家2018夏装新款一字领T恤女短袖修身显瘦百搭黑色短款露肩上衣; C. 4.19 直播专享秒杀】文艺亚麻长袖T恤女棉麻刺绣复古上衣; D. 法式经典优雅 珍珠小露背粉色蕾丝长裙 司凰轻奢工作室; E. 逸阳女裤2018春季新款九分大码浅色阔腿学生牛仔裤女宽松直筒0738; F. 刺绣花系带喇叭袖修身荷叶边鱼尾裙蕾丝连衣裙; G. 小瑞靓包菱格链条包包女2019新款软皮手提单肩小包时尚百搭斜挎包; H. 半曲网红夹趾凉鞋女平底2019新款夏夹脚沙滩凉鞋女罗马波西米亚风; I. 透视网纱刺绣花纹蝴蝶优雅高腰伞摆连衣裙; J. 甜美彩色彩虹条纹毛衣女半高领打底衫秋季宽松套头小清新长袖上衣
pog_dense,21723,5441,G,B,G,0,1,fail_to_success,True,10,True,G,1,both_success,bi_signal|ui_signal|embedding_similarity,bi_signal,embedding_similarity,high,"[29328, 16534]","[11243, 19333, 9467, 10182, 16531, 23752, 5441, 2822, 1982, 14556]","[11243, 19333, 9467, 10182, 16531, 23752, 5441, 2822, 1982, 14556]","The partial outfit consists of jewelry (earrings and a bracelet). Candidate G (a handbag) has the highest BI (bundle interaction) count of 2, indicating it is frequently bundled with similar items in the dataset, whereas other candidates have a BI count of 0.",1. 芭蕾舞女孩显脸瘦的耳环女长款适合圆脸耳坠韩国气质耳钉夸张耳饰; 2. 四叶草银手链女手镯韩版简约个性女生礼物镶施华洛世奇锆非 纯银,A. 小香风细跟高跟鞋春季2018新款尖头单鞋夏季小清新少女chic女鞋子; B. CASSILE小香风菱格女包牛皮 2019春夏新款链条休闲单肩斜挎手拿包; C. 劳尔2019春装新款潮牌束脚休闲裤男日系宽松工装小脚哈伦裤九分裤; D. chic洋气宽松性感单肩带雪纺半袖女夏2018新款白色气质上衣; E. 珍珠耳环长款韩国气质红色耳坠超仙水晶新娘结婚耳钉女个性百搭银; F. Ipanema拖鞋女外穿新款网红凉拖鞋ins潮拖时尚人字拖鞋女平底拖鞋; G. 法国小众白色凯莉手提限定ck包包女2019新款高级感洋气质感斜挎包; H. 包包女2019新款韩版斜挎巴黎走秀box小帽箱真皮小圆包单肩手提包; I. 2019春季新款复古英伦风真皮高跟凉鞋女粗跟单鞋中跟镂空浅口女鞋; J. 可然出品 山茶/高品质 白色亚麻衬衫女春装长袖上衣 宽松棉麻衬衣
pog_dense,21792,127,C,A,C,0,1,fail_to_success,True,10,True,C,1,both_success,bi_signal|ui_signal|embedding_similarity,bi_signal|ui_signal,embedding_similarity,high,"[2368, 6154]","[26056, 15795, 127, 27585, 25841, 26611, 25564, 24441, 21025, 5230]","[26056, 15795, 127, 27585, 25841, 26611, 25564, 24441, 21025, 5230]","Candidate C has significant co-occurrence signals (BI: 38, UI: 203) with the existing items in the outfit, indicating a strong historical pattern of being purchased or styled together. Other candidates lack these positive co-occurrence signals.",1. STPY日韩白色滴油耳钉极简CHIC风复古气质百搭耳环镀真金S925手作; 2. 子晴拼色中长款双面尼羊毛大衣女冬装2018新款两面穿毛呢外套,A. 【1CP】新款棕色毛呢裤子高腰显瘦灰色直筒阔腿九分裤女; B. 森女部落雪纺衬衫连衣裙新款女装2019流行裙子春闺蜜装仙女a字裙; C. 【南风】车缝线链条包包女2019新款夏季时尚休闲女包单肩包斜挎包; D. MOSS定制2018春季新款韩版学生百搭针织外套毛衫开衫女AD81008; E. MIUCO夏季新款刺绣很仙的法国小众荷叶边A字型粉色网纱连衣裙女k; F. FURLA/芙拉女款 黑红拼色牛皮单肩/斜挎包 BJN5 现货 瑕疵特卖; G. 卡哇伊 疯帽子定型毛呢贝雷帽女秋冬韩版日系可爱蝴蝶结画家帽; H. 透视网纱拼接格子无袖chic娃娃裙连衣裙子; I. 范思蓝恩雪纺白衬衫女长袖韩范2017秋装新款动物刺绣宽松气质衬衣; J. 欧美大牌几何绣花珍珠柳钉包包女2017新款秋季斜挎包pu软皮小方包
pog_dense,21892,29683,D,D,G,1,0,success_to_fail,True,10,True,,,,,,,medium,"[17832, 10649]","[9958, 19860, 6434, 29683, 6804, 7655, 11832, 7983, 10129, 29682]","[9958, 19860, 6434, 29683, 6804, 7655, 11832, 7983, 10129, 29682]","The partial outfit consists of a French-style retro high-waisted skirt and ankle boots, which are typical components of a feminine, vintage-inspired outfit. Option G (a white chiffon blouse) is a classic, versatile top that complements this style perfectly. Other options like men's shirts (C), heavy winter coats (E, J), or casual sneakers (A, F, I) are either gender-mismatched, stylistically inconsistent, or redundant given the existing items.",1. 2019款春ins超火的不规则法式复古港味高腰半身裙长裙女秋冬裙子; 2. 妙侣2018冬新款圆头粗跟短靴女针织弹力瘦瘦靴后系带加绒马丁靴女,A. 2019新款凡客诚品帆布鞋高帮经典休闲鞋布鞋女鞋学生情侣黑色鞋子; B. 美国Jeffrey Campbell白色甜美蝴蝶结平底舒适凉拖穆勒鞋夏季新款; C. 夏季蓝白条纹衬衫男长袖韩版宽松很仙的潮流网红薄款衬衣外套ins; D. 欧可芮 限定版~植绒格纹荷叶边丝绒长袖衬衫韩版超仙显瘦上衣女春; E. Alice W花花家秋冬季新款毛呢外套女2019流行大衣中长款宽松紫色; F. iiJin/艾今官方 百搭新款小白鞋内增高女鞋夏季透气休闲鞋AF271TQ; G. 雪纺衬衫女2018春秋新款长袖宽松韩范衬衣白色上衣心机衬衫设计感; H. 渔夫帽女夏韩版百搭学生日系遮阳休闲时尚可爱复古潮流帽子女春秋; I. 明星同款刺绣小蜜蜂小白鞋平底真皮系带百搭休闲运动白色板鞋男女; J. 巴掌家欧洲站重工中长款仿貂绒大衣女装冬季2018新款流行毛呢外套
pog_dense,21911,26056,E,E,J,1,0,success_to_fail,True,10,True,J,0,both_fail,ui_lightgcn_similarity|bi_lightgcn_similarity,,ui_lightgcn_similarity|bi_lightgcn_similarity,high,"[14531, 14390]","[16742, 25047, 29950, 11543, 26056, 3149, 16383, 20017, 857, 8478]","[16742, 25047, 29950, 11543, 26056, 3149, 16383, 20017, 857, 8478]","The partial outfit consists of a sweater and a baseball cap, which are casual, everyday items. Option J (denim shorts) is a highly compatible casual bottom that fits the style of the existing items. Furthermore, Option J has the highest BI and UI LightGCN similarity scores among all candidates, indicating a strong statistical association with the bundle.",1. 秋冬款毛衣女2019新款套头短款打底衫针织衫毛线衣韩版半高领宽松; 2. 帽子女春夏休闲百搭字母刺绣鸭舌帽米色白色防晒遮阳帽户外棒球帽,A. 九月陌墨 2019春季新款女装文艺格子牛角扣毛呢外套 韩版宽松上衣; B. 2018秋季新款韩版假两件格子连帽ins卫衣女套头宽松长袖bf上衣潮; C. 孙瑜儿亮钻长袖拼接黑色连衣裙女2019春秋新款修身显瘦洋气时尚; D. GBOY春季街头潮流拼料灯芯绒印花外套男日系青年复古翻领拼色夹克; E. 【1CP】新款棕色毛呢裤子高腰显瘦灰色直筒阔腿九分裤女; F. 巴掌家欧洲站2019新款重工修身中长款春款针织连衣裙女装春装裙子; G. 聚利时韩版潮流时尚贝壳镶钻优雅简约钢带气质女士手链手表女; H. comely/康莉2019新款单鞋粉色一字扣中空单鞋小清新高跟鞋女粗跟; I. Nine Wes/t玖熙 春夏款露趾白色羊皮凉鞋 套脚鱼嘴粗高跟鞋; J. 衣品乐原创大码宽松休闲松紧腰磨白破洞牛仔短裤女2019夏装新款
pog_dense,21915,29328,E,H,H,0,0,both_fail,True,10,True,G,0,both_fail,embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,,embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,medium,"[11818, 4993]","[17222, 15901, 9461, 19707, 29328, 7160, 3560, 9061, 294, 11055]","[17222, 15901, 9461, 19707, 29328, 7160, 3560, 9061, 294, 11055]","The partial outfit consists of a pair of elegant rose-buckle mules and a silk printed dress, suggesting a feminine, sophisticated, and cohesive style. Option H (pearl and heart earrings) complements this aesthetic well, providing a subtle, high-quality accessory that fits the 'elegant/feminine' theme better than the other options, which are either redundant footwear (B, G, J), mismatched seasonal items (D, F), or less relevant accessories (C, E, I).",1. TS蹀愫春夏新款玫瑰方扣低跟V口穆勒拖鞋女TA98102-12; 2. EIN言真丝印花连衣裙女装中长款宽松过膝长裙子女春夏2019新款,A. 职业白衬衫女长袖2018春装新款女装韩范修身时尚V领潮衬衣CS1508; B. 【sheii苏茵茵】必入款~新款马衔扣拖鞋平底懒人包头羊毛毛拖鞋女; C. AI 帽子女夏天 拉菲草帽女手工编织沙滩帽韩版休闲百搭高档遮阳帽; D. 红色格子毛衣2019流行女装新款V领时尚气质宽松套头学院风中长款; E. 芭蕾舞女孩显脸瘦的耳环女长款适合圆脸耳坠韩国气质耳钉夸张耳饰; F. 男道春装新款日系小清新休闲格子衬衫男学院风文艺情侣长袖衬衣潮; G. 真皮大码女靴41-43冬新款粗跟百搭短靴女欧美中跟加绒棉靴女鞋40; H. EEKE Studio 珍珠耳钉红色晶钻爱心吊坠耳饰高级感复古气质耳环女; I. THISNESS 幸运手链 橄榄绿双色编织手链 纯银镀金锆石手链女; J. 毛毛鞋女冬季加绒外穿粗跟豆豆鞋中跟英伦复古方头百搭ins小皮鞋
pog_dense,21923,23702,C,J,J,0,0,both_fail,True,10,True,J,0,both_fail,ui_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,,ui_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,medium,"[5725, 30641]","[14663, 23386, 23702, 17583, 30025, 23752, 22265, 7662, 3402, 18440]","[14663, 23386, 23702, 17583, 30025, 23752, 22265, 7662, 3402, 18440]","The partial outfit consists of autumn/winter items (leather ankle boots and a wool beret). Candidate J (a high-waisted skirt) has the highest BI LightGCN similarity (0.84) and a positive UI co-occurrence count, suggesting it is a frequent complement to these items in user bundles. Candidate C also has a high similarity score, but J is a more common stylistic pairing for the described boots and beret aesthetic.",1. 一力米灰尖头高跟粗跟短靴女2018新款秋冬季真皮百搭马丁靴女英伦; 2. AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子,A. lulu guinness/露露。姬妮斯女士斜挎包圆形时尚印花单肩包小圆包; B. Artmi售空下架包包2017新款时尚简约手拎包个性手提包女包小; C. 破洞牛仔裤女春夏季2019新款黑色高腰紧身九分裤乞丐显瘦小脚裤子; D. 耐人韩版文艺帆布包学生单肩手提大包女包帆布袋简约森女包潮春款; E. 韩都衣舍2019夏装新款女装韩版学生宽松打底上衣短袖T恤JW10395筱; F. Ipanema拖鞋女外穿新款网红凉拖鞋ins潮拖时尚人字拖鞋女平底拖鞋; G. 原野定制秋冬真皮切尔西女短靴马丁靴英伦雕花及踝靴中跟靴方头; H. 衣品天成慵懒风泡泡袖卫衣女2019春装新款T恤纯色宽松学生上衣服; I. 彼得潘大叔《向日葵恋曲》黄色复古波点一字领连衣裙2018新款夏; J. 小鹿要飞 秋季新款ins超火的拼接高腰半身裙女中长款不规则网纱裙
pog_dense,22026,15591,F,I,F,0,1,fail_to_success,True,10,True,F,1,both_success,bi_signal,bi_signal,,medium,"[14390, 22774]","[12131, 29468, 16547, 8085, 18900, 15591, 25411, 520, 28538, 24051]","[12131, 29468, 16547, 8085, 18900, 15591, 25411, 520, 28538, 24051]","The partial outfit consists of a casual baseball cap and delicate earrings, which suggests a casual, youthful, and feminine style. Option F (a white denim skirt) is a strong stylistic match for this casual, 'chic' aesthetic. Furthermore, it is the only option with a positive BI co-occurrence signal, indicating it is frequently purchased or styled with similar items.",1. 帽子女春夏休闲百搭字母刺绣鸭舌帽米色白色防晒遮阳帽户外棒球帽; 2. 【巷南】925纯银闪晶晶耳钉超仙小耳饰少女气质星星耳环礼物女,A. 2018新款波西米亚凉鞋女平底夏chic港味复古水钻韩版百搭学生仙女; B. 裸靴女冬季加绒兔毛短筒棉靴短靴韩版后拉链中跟粗跟方头及踝靴女; C. FINITY新款女装春秋时尚复古风蕾丝小黑裙半袖圆领蕾丝连衣裙; D. 冬季马丁靴男真皮大黄靴英伦男靴子工装鞋短靴军靴男皮靴高帮男鞋; E. 高帮鞋女2019新款春季百搭韩版休闲平底学生粉色高邦板鞋小白鞋子; F. MG小象白色牛仔半身裙女夏2018新款学院风chic短裙高腰a字裙子潮; G. 日本原宿风小包包2018新款复古真皮女包手提包单肩斜挎包森女日系; H. 马靴女秋冬2019新款直筒长靴子圆头长筒靴粗跟骑士靴高筒瘦瘦靴; I. 韩都衣舍2019夏装新款韩版女装格子露肩一字领连衣裙OR7488.槿; J. 小蜜蜂小白鞋女春季2019新款百搭韩版真皮两穿踩脚运动休闲板鞋潮
pog_dense,22026,22902,F,G,F,0,1,fail_to_success,True,10,True,F,1,both_success,bi_signal,bi_signal,,high,"[14390, 22774]","[12131, 29468, 16547, 8085, 18900, 22902, 25411, 520, 28538, 24051]","[12131, 29468, 16547, 8085, 18900, 22902, 25411, 520, 28538, 24051]","The partial outfit consists of a casual baseball cap and earrings, which are accessories typically paired with casual, everyday clothing. Option F (a casual T-shirt) is the most stylistically consistent item for this outfit. Furthermore, it is the only option with positive BI co-occurrence signals in the retrieval data.",1. 帽子女春夏休闲百搭字母刺绣鸭舌帽米色白色防晒遮阳帽户外棒球帽; 2. 【巷南】925纯银闪晶晶耳钉超仙小耳饰少女气质星星耳环礼物女,A. 2018新款波西米亚凉鞋女平底夏chic港味复古水钻韩版百搭学生仙女; B. 裸靴女冬季加绒兔毛短筒棉靴短靴韩版后拉链中跟粗跟方头及踝靴女; C. FINITY新款女装春秋时尚复古风蕾丝小黑裙半袖圆领蕾丝连衣裙; D. 冬季马丁靴男真皮大黄靴英伦男靴子工装鞋短靴军靴男皮靴高帮男鞋; E. 高帮鞋女2019新款春季百搭韩版休闲平底学生粉色高邦板鞋小白鞋子; F. MG小象短袖t恤女夏装2018新款韩版潮打底衫字母粉色chic港味上衣; G. 日本原宿风小包包2018新款复古真皮女包手提包单肩斜挎包森女日系; H. 马靴女秋冬2019新款直筒长靴子圆头长筒靴粗跟骑士靴高筒瘦瘦靴; I. 韩都衣舍2019夏装新款韩版女装格子露肩一字领连衣裙OR7488.槿; J. 小蜜蜂小白鞋女春季2019新款百搭韩版真皮两穿踩脚运动休闲板鞋潮
pog_dense,22029,17507,J,A,J,0,1,fail_to_success,True,10,True,J,1,both_success,metadata_fit|bi_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_signal|bi_lightgcn_similarity,metadata_fit|ui_lightgcn_similarity,high,"[22886, 27114]","[13442, 17088, 23819, 4087, 19250, 27730, 25448, 752, 24738, 17507]","[13442, 17088, 23819, 4087, 19250, 27730, 25448, 752, 24738, 17507]","The partial outfit consists of a summer dress and a beach hat, which is a complete vacation/summer look. Option J (earrings) is a strong accessory choice that complements the outfit without clashing with the existing items. Furthermore, it has the highest BI co-occurrence signal (2) and the highest bi_lightgcn_similarity score (0.7049), indicating it is frequently paired with similar items in the training data.",1. 韩都衣舍2019夏新款女装韩版中长款打底裙气质裙子连衣裙OY7321焕; 2. 沙滩帽女巴拿马草帽遮阳帽夏小清新海边海滩帽太阳帽度假防晒帽子,A. 女士凉拖鞋女夏时尚水晶鞋真皮平底一字拖包头半拖鞋尖头水钻皮拖; B. 韩都衣舍2018新款女装夏装韩版收腰显瘦裙子牛仔连衣裙女OR7658槿; C. 欧美风女鞋潮2018秋冬新款马毛平底方头方跟靴气质短靴子切尔西靴; D. 热风2018年夏季新款女士松糕底凉鞋套趾厚底拖鞋凉拖女鞋H59W8201; E. 我爱缪斯春季新款百搭个性奢华磨砂金色金属凹凸光面微镶锆石耳环; F. 尖头方扣平底单鞋女春秋新款韩版百搭浅口水钻伴娘鞋宴会婚鞋女鞋; G. D与格2018秋冬季新款平底切尔西靴短靴英伦复古马丁靴女靴子短筒; H. 夏诗文定制 做旧水洗破洞短款牛仔外套女春装新款街头风百搭上衣; I. 复古街头红色高腰半身裙子女2018秋季新款纯棉百搭牛仔A字型短裙; J. 2018新款耳钉女个性气质韩国冷淡风耳环网红耳坠睡觉不用摘的耳饰
pog_dense,22161,30641,D,D,D,1,1,both_success,True,10,True,G,0,fail_to_success,metadata_fit|bi_signal|embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_signal|bi_lightgcn_similarity,metadata_fit|embedding_similarity|ui_lightgcn_similarity,high,"[17703, 25332]","[632, 3935, 12335, 30641, 21081, 22610, 22116, 19518, 12323, 4954]","[632, 3935, 12335, 30641, 21081, 22610, 22116, 19518, 12323, 4954]","Option D (a beret) has a strong BI co-occurrence signal (10) and a very high bi_lightgcn_similarity (0.995), indicating it is frequently paired with the existing outfit items (a dress and boots) in fashion datasets. Other options lack this strong co-occurrence evidence.",1. 制造后花园*The favourite系列独立帅气假两件天使蓝人造皮连衣裙; 2. 妙侣2018秋冬新款英伦圆头系带马丁靴女ins复古显瘦平底加绒短靴,A. 透明果冻大包包女2018新款夏天潮韩版百搭斜挎单肩包链条手提包; B. 2018新款春装t恤女打底衫短袖百搭宽松条纹原宿风韩版学生半袖潮; C. 红谷牛皮女包2019新款潮韩版时尚圆环手提包百搭个性戴妃包大包包; D. AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子; E. BDCT 欧美街头字母印花短袖T恤 夏季青年情侣宽松嘻哈潮流半袖tee; F. 加绒连帽卫衣秋冬装2018新款女长袖韩版宽松显瘦套头字母刺绣外套; G. 清仓特价弹力短靴女过季清仓款不退不换; H. 厚底坡跟凉鞋女2018新款高跟夏季防水台韩版显瘦百搭内增高鱼嘴鞋; I. 亮片帽子女防晒韩版潮休闲百搭棒球帽春夏时尚夏季网鸭舌帽遮阳帽; J. 925银针日韩版时尚气质简约五角星耳坠女款几何个性耳环流行耳饰
pog_dense,22278,862,A,D,J,0,0,both_fail,True,10,True,I,0,both_fail,metadata_fit|bi_signal|ui_signal|embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,ui_signal,embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,high,"[24847, 24690]","[862, 6338, 11627, 12256, 7436, 107, 24983, 26888, 24387, 25558]","[862, 6338, 11627, 12256, 7436, 107, 24983, 26888, 24387, 25558]","Candidate J (a handbag) has the highest BI co-occurrence signal (1) and the highest bi_lightgcn_similarity (0.89), indicating a strong historical association with the items in the bundle. While other items like shoes (I) also show co-occurrence, the handbag is a highly complementary accessory for the jumpsuit and earrings provided.",1. 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品; 2. 衣阁里拉2019夏装新款长袖修身显瘦裤子女红色帅气工装连体裤长裤,A. 回力女鞋秋季帆布鞋2018新款运动鞋韩版百搭休闲鞋板鞋小白鞋子女; B. 2018春装新款韩版学院风黑色宽松西装背带裤九分裤连体裤阔腿裤女; C. 三亚海边度假波西米亚套装阔腿裤女蓝色印花雪纺裙裤沙滩裤夏季薄; D. 2019新款夏一字扣高跟粗跟罗马网红凉鞋女超火交叉绑带百搭ins潮; E. 于momo2018春装新款假两件喇叭袖荷叶边连衣裙不规则条纹鱼尾裙子; F. 素木女装中长款打底高领毛衣女2019新款宽松套头针织衫内搭上衣冬; G. Bata/拔佳秋季珍珠马衔扣圆头休闲平底乐福鞋女单鞋7901CM7; H. 北西图欧洲站高跟鞋女粗跟单鞋圆头真皮百搭牛皮米白色休闲女鞋秋; I. Belle/百丽夏季商场同款山羊皮女凉鞋BFUB3BL6; J. 韩国东大门新款极简时尚pu单肩手提包ins百搭休闲女包气质斜挎包
pog_dense,22303,11617,I,D,E,0,0,both_fail,True,10,True,E,0,both_fail,metadata_fit|ui_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,,ui_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,high,"[21797, 26572]","[26048, 30061, 28000, 11398, 3020, 8873, 28416, 30870, 11617, 21847]","[26048, 30061, 28000, 11398, 3020, 8873, 28416, 30870, 11617, 21847]","The partial outfit consists of earrings and sneakers. Option E (a denim jacket) is a common clothing item that complements these accessories and shoes to form a complete outfit. Furthermore, it has a high UI overlap signal (1) and a very high bi_lightgcn_similarity (0.97), suggesting it is frequently purchased or worn with similar items in the dataset.",1. deessesicile夏日新款复古时髦几何圆环白蝶贝925银针耳环/耳钉; 2. 老爹鞋女2019春款ins超火运动鞋学生小白鞋厚底真皮透气小能鞋子,A. 春季日系文艺小清新条纹纯棉长袖衬衫宽松阔版型男落肩衬衣情侣款; B. 网红同款牛仔裤女春秋2018新款韩版显瘦绑带紧身小脚裤九分裤修身; C. map/keds郑秀晶同款小白鞋女百搭休闲鞋韩版松糕厚底板鞋系带女鞋; D. 【商场同款】shes首饰花开时节手工滴油双层雏菊花朵戒指女指环; E. 抖音网红牛仔外套女百搭春秋季2019新款欧洲站中长款宽松休闲衣服; F. NOTHOMME日系潮牌立领牛津纺衬衫男款衬衣学院风清新浅蓝ifashion; G. 韩都衣舍2019韩版女装夏装新款一字肩条纹宽松显瘦连衣裙EK8154囡; H. 勿上热风秋款女士平底单鞋尖头浅口饰扣休闲鞋潮H01W8502; I. 米兰宣言 R617 文艺大码字母刺绣中长款加厚打底卫衣裙女 2018冬; J. YUMISOME  冰天雪地加绒牛仔裤显瘦弹性舒适深蓝女秋冬高腰长裤
pog_dense,22376,24317,D,J,J,0,0,both_fail,True,10,True,J,0,both_fail,bi_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_lightgcn_similarity,bi_signal|ui_lightgcn_similarity,high,"[13625, 3391]","[8324, 9944, 25883, 24317, 11561, 12164, 15668, 17408, 21604, 13928]","[8324, 9944, 25883, 24317, 11561, 12164, 15668, 17408, 21604, 13928]","The partial outfit consists of a pair of white sneakers and a casual yellow short-sleeved T-shirt, which suggests a summer casual style. Option J (denim shorts) has the highest BI co-occurrence signal (4) and a very high BI LightGCN similarity score (0.95), making it the most logical and statistically supported completion for this summer outfit.",1. 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501; 2. 尼班诗2018夏装新款女装上衣chic不规则黄色宽松短款短袖T恤女芊,A. 毛衣女套头2018秋冬新款网红宽松ins超火中长款开叉打底裙子过膝#; B. 棉服女2018新款冬韩版宽松棉袄外套短款ins面包服加厚chic棉衣潮; C. 黑色牛仔裤女裤子2019新款加绒显瘦铅笔裤韩版百搭小脚裤紧身高腰; D. 小包包女2019新款真皮女包韩版百搭斜挎包菱格链条包夏天迷你包潮; E. A7seven 复古格子宽松中长款薄款防晒衣外套女夏季韩版大码开衫潮; F. 安妮森林 重工加厚高领毛衣女糖果麻花粗毛线加厚打底羊毛衫268; G. 鱼嘴凉鞋女夏季2018新款时尚百搭女士真皮鞋防水台细跟亮片高跟鞋; H. 巴掌家欧洲站2018秋冬新款重工白色毛绒绒宽松长款卫衣女装厚上衣; I. 韩国韩版锆石大花朵珍珠耳环女吊坠耳坠甜美气质夸张耳饰金属耳圈; J. FFAN泛泛 一秒大长腿 牛仔短裤女夏2018新款高腰毛边裤子 两色入
pog_dense,22571,13302,J,J,J,1,1,both_success,True,10,True,G,0,fail_to_success,embedding_similarity,,embedding_similarity,medium,"[4027, 24395]","[17180, 23951, 13505, 352, 23313, 29703, 28347, 12510, 16844, 13302]","[17180, 23951, 13505, 352, 23313, 29703, 28347, 12510, 16844, 13302]","The partial outfit consists of a casual, trendy 'CHIC' style hoodie and denim shorts. Option J (ins-style white sneakers) is the most stylistically consistent choice for this casual, youthful, and 'ins' (Instagram-style) aesthetic. Other options like formal heels, boots, or redundant pants do not fit the casual summer/early autumn vibe as well as the white sneakers.",1. itstong原创设计女装品牌新款白色水洗毛边高腰破洞牛仔短裤女夏; 2. 七格格ins卫衣连帽早秋装女2018新款韩版宽松长袖中长款CHIC上衣,A. 帽子女平沿遮阳帽防晒太阳帽礼帽潮百搭韩版平顶草帽女夏天小清新; B. 巴掌家欧洲站春装2019新款裤子黑色亮片长裤星星高腰修身牛仔裤女; C. MOF礼物商店 &ldquo;带珍珠耳环的少女&rdquo;珍珠耳环长款气质giftshop; D. 包头凉鞋女夏2018新款小跟高跟鞋时尚铆钉尖头细跟拖鞋女中跟凉拖; E. 小包包女2019新款复古潮流百搭链条小方包韩版简约单肩斜挎蛇头包; F. MRA高帮马丁靴男靴英伦风百搭中帮短靴工装靴加绒男鞋英伦潮靴子; G. 牛仔裤女春季2019新款韩版高腰显瘦铅笔裤浅色修身小脚九分裤; H. 针织连衣裙女2018新款修身显瘦弹力七分袖名媛高腰短款打底裙秋冬; I. 沛锦黑白色情侣棒球帽子新款金属枫叶弯檐鸭舌帽街头潮帽旅游遮阳; J. ins小白鞋女春季百搭基础皮面学生鞋子平底单鞋真皮板鞋女鞋休闲
pog_dense,22690,25118,I,D,A,0,0,both_fail,True,10,True,,,,bi_signal|ui_signal,,ui_signal,medium,"[21334, 24847]","[10865, 15812, 27546, 226, 11417, 22235, 22340, 12663, 25118, 10798]","[10865, 15812, 27546, 226, 11417, 22235, 22340, 12663, 25118, 10798]","Candidate A (casselini straw bag) has the highest BI co-occurrence signal (4) and fits the aesthetic of the provided outfit (black derby shoes and pearl earrings), which suggests a stylish, curated look. While candidate I also has a BI signal of 4, the straw bag in A is a more distinct fashion accessory that complements the 'ins' (Instagram-style) trend mentioned in the earrings description.",1. 烫社交女鞋黑色漆皮系带休闲布洛克女鞋厚底德比小皮鞋春季新款; 2. 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品,A. casselini日系原创包包2019新款草编包少女度假水桶单肩包蝴蝶结; B. 网红a字韩版高腰宽松毛边黑白色牛仔短裤女夏学生百搭阔腿热裤子; C. 2018春装新款宽松原宿风简约黑白线条短牛仔ulzzang外套女上衣潮; D. 慵懒风白色港风休闲chic早秋衬衫女韩范学生宽松长袖2019春装上衣; E. ins泫雅草包2019新款月亮草编包纸绳编织包女包网红同款沙滩度假; F. ZEGL夏季仙气花朵耳环女气质韩国欧美个性花瓣耳坠夸张耳饰大耳钉; G. 希野2018早春新款重工刺绣蕾丝单排扣上衣女喇叭袖女神气质蕾丝衫; H. honeyGIRL2019春季新款女鞋平底鞋罗马凉鞋绑带鞋单鞋平跟鞋尖头; I. 单肩大包包女2018新款潮韩版百搭斜挎个性爆款手提ins超火包链条; J. RAIZO 舒服的高跟鞋尖头细跟不磨脚2019新款春夏女性感百搭一字带
